,sepcv001T1,sepcv002T0,sepcv003T0,sepcv004T0,sepcv005T0,sepcv006T0,sepcv007T1,sepcv008T1,sepcv009T1,sepcv010T0,sepcv011T0,sepcv012T1,sepcv013T1,sepcv015T1,sepcv016T1,sepcv017T0,sepcv018T1,sepcv019T0,sepcv020T0,sepcv021T0,sepcv022T0,sepcv023T1,sepcv024T1,sepcv026T0,sepcv027T0,sepcv028T1,sepcv029T1,sepcv030T1,sepcv031T1,sepcv032T1,sepcv033T1,sepcv034T1,sepcv036T0,sepcv037T0,sepcv039T1,sepcv040T1,sepcv041T2,sepcv042T0,sepcv043T1,sepcv044T0,sepcv045T1,sepcv047T1,sepcv048T1,sepcv049T1,sepcv050T1,sepcv051T1,sepcv052T1,sepcv053T1,sepcv054T1,sepcv055T1,sepcv056T1,sepcv057T1,sepcv058T1,sepcv059T1,sepcv060T1,sepcv061T1,sepcv062T1,sepcv063T1,sepcv065T0,sepcv066T1,sepcv067T1,sepcv068T1a,sepcv069T1,sepcv070T1,sepcv071T1,sepcv072T1,sepcv073T1,sepcv074T1,sepcv075T1,sepcv076T1,sepcv077T1,sepcv078T1,sepcv079T1,sepcv080T1,sepcv082T1,sepcv083T0,sepcv084T0,sepcv085T1,sepcv086T1,sepcv087T1,sepcv702W1,sepcv703W1
MTHFD2,9.508144,7.335104,8.853454,8.586498,8.370119,9.558932,9.657548,7.754691,9.43521,8.730299,7.822627,8.828392,8.309632,9.112364,7.949858,8.064933,9.04547,9.094165,9.313651,8.569711,8.427353,9.316803,8.824792,7.420261,9.142133,8.960798,8.696709,7.677406,7.456007,7.930142,7.619128,8.525467,9.858835,8.195386,8.319648,8.494028,8.25339,6.945368,7.098756,7.873898,9.310104,9.127016,7.615651,7.655616,8.399642,7.609775,8.224493,9.229641,10.004101,8.92508,8.573063,7.199355,7.609462,8.619854,8.694357,8.439818,9.070426,8.915245,8.461653,7.801653,8.810596,8.355704,7.797651,8.017567,8.504005,7.111921,10.089134,7.24307,6.891253,8.687332,7.583647,9.141895,7.240224,8.303135,8.014374,7.471419,7.665812,9.368353,8.71231,7.943991,8.404497,8.109093
PKM,12.146255,13.05326,12.669241,12.291485,12.641045,12.129426,12.81369,11.609213,14.140529,11.878497,12.250221,13.059011,12.20017,13.548381,12.27052,11.054294,12.676978,12.992191,12.151968,12.664581,12.797099,13.539556,13.505399,11.263104,13.028103,11.830103,12.439431,12.468618,11.742848,12.113066,11.665223,13.0528,12.008532,12.649679,12.106598,12.587867,13.115918,12.147434,11.470812,11.679671,11.909944,12.165235,11.820624,12.597855,12.703305,11.957414,12.361119,12.860403,12.24606,12.504034,11.424383,10.950097,11.907645,12.09245,12.666601,12.859501,13.394817,13.605791,11.588739,11.729171,12.542333,13.161301,13.037519,12.239815,12.81811,11.767112,12.12324,12.30956,11.210152,11.689541,13.147425,11.707154,12.579133,12.220563,12.34312,11.706355,12.076365,12.007978,12.239238,12.448792,12.131347,12.194218
SLC25A40,7.776037,6.492628,9.839366,8.633295,8.130963,7.865444,6.556676,7.58373,9.407016,6.515841,7.048819,9.103826,9.446751,9.637161,8.397203,7.539945,8.134556,8.870974,7.5887,9.272067,8.697358,9.936123,8.408576,7.67822,9.705118,8.042841,7.126445,7.790639,7.285396,7.893719,7.185391,8.184326,7.24749,8.395055,6.314215,8.726567,9.492717,7.353951,7.506095,7.511705,7.100809,7.274671,8.151083,8.356885,8.10847,8.282304,6.929926,9.663364,9.314466,8.396534,6.827016,7.321495,7.270051,7.39894,8.112584,8.915774,9.259853,10.233411,7.702862,7.701019,7.483805,9.416024,6.498229,6.582683,7.688994,6.829887,8.936756,7.168641,7.419414,7.88857,6.646074,8.001413,7.065892,8.090166,9.071505,7.99334,6.953561,8.068213,8.430107,8.630309,7.000601,6.564902
ACACB,5.620688,5.157008,4.673086,7.071173,6.345845,6.010711,5.086278,5.715686,6.229779,6.275385,6.070812,5.193021,6.126576,4.775167,5.301846,5.781112,4.700257,5.492865,5.323039,6.052859,5.177291,5.077478,4.328291,6.367574,5.909158,6.224701,5.413624,6.076916,6.501052,4.830256,6.213041,4.293363,4.968938,5.194789,4.949086,5.318607,4.928063,6.78794,6.704347,5.361014,6.10727,5.517848,6.724769,5.26005,6.145207,6.771371,5.735928,6.102723,5.302688,5.16492,5.37048,6.848434,6.185862,5.673243,5.567849,5.759039,4.691095,5.118103,5.416622,6.448532,5.899635,5.40833,7.003336,6.148604,6.060958,5.698844,4.8983,6.12326,6.40646,5.438159,6.086382,4.521129,6.295131,6.315753,5.831289,7.136837,6.075552,5.469205,5.638554,5.244104,5.906867,5.734206
HSP90AA1,13.073448,11.896417,13.426692,12.552991,11.576084,12.420804,11.146807,12.335368,10.843986,12.57974,10.941819,13.672429,11.469321,12.872575,12.182033,12.796718,12.256878,15.433612,13.327926,13.060213,11.476312,12.365143,11.920272,12.009549,13.005425,12.244709,12.133874,11.134949,11.764958,11.673531,12.224741,11.846648,12.862346,12.141901,12.106624,12.669908,10.823321,12.10831,12.310789,12.006071,12.850356,12.991878,12.807646,11.973154,11.442741,11.462019,12.711152,10.541499,15.622324,11.274572,12.289938,12.079758,12.09559,12.681558,10.571183,11.226544,12.597722,12.821144,13.078843,12.147175,13.008105,10.952531,9.608974,11.191116,12.448171,11.992238,12.850956,12.019041,11.918513,11.846718,9.453201,13.181331,11.294709,12.001256,11.224399,11.616149,11.863854,13.041454,14.980088,12.531709,11.115519,11.555132
MRPL22,6.366246,5.737674,6.066924,5.899826,5.271699,6.113738,6.266039,6.454224,6.316094,5.698738,4.837849,6.316843,5.347451,6.259252,5.714436,6.646097,6.212682,6.958404,6.0606,5.331132,5.669397,6.217937,5.90483,5.820813,5.636214,6.291698,5.298064,5.751298,6.231458,6.370862,6.194647,6.249878,6.859551,5.450949,6.51332,6.387523,5.760643,5.399394,5.806896,5.704061,5.426999,7.036971,5.905782,5.600115,5.639299,4.991761,7.567936,5.490114,7.273849,6.005931,6.166668,5.900524,5.813425,6.638059,5.45617,5.610599,6.22996,6.346338,6.653831,6.186798,6.019141,5.253943,4.792612,5.5363,6.055412,5.634599,5.568344,5.808856,6.249119,6.57809,4.592308,7.616583,5.709758,5.806914,5.532382,5.580978,5.407888,6.114365,6.64666,5.514782,5.423309,5.259707
GCKR,3.960017,1.398158,2.336207,1.398158,4.302604,1.398158,2.904837,1.398158,2.08869,2.432435,1.994439,1.398158,1.398158,3.341809,1.398158,2.401633,3.075739,4.480748,2.612999,2.653843,3.206531,4.156969,3.464348,1.398158,2.875988,2.570344,2.963956,1.398158,3.123435,2.264989,2.132986,3.071941,1.398158,1.398158,1.972528,2.496467,3.580583,2.48714,1.398158,1.398158,2.393001,3.049058,1.398158,1.398158,3.412239,2.119571,2.899954,3.980237,3.978847,2.509724,2.183411,1.398158,1.875238,2.726928,2.963486,3.304501,2.891124,3.122824,2.852022,1.398158,2.711285,3.800174,3.744635,2.749245,1.398158,2.630761,2.644364,1.398158,1.398158,2.352534,3.349308,3.257228,2.043167,1.398158,2.025603,1.398158,1.95452,2.109377,2.543152,1.398158,2.648611,1.949372
CPNE3,9.096417,8.32888,9.686022,10.214987,10.584657,9.445829,8.905346,9.730378,9.705716,8.267615,8.709838,9.421468,10.172868,10.111221,9.488554,9.0854,9.598505,9.759501,8.877992,9.734857,10.026541,10.315813,9.640874,9.123324,10.23607,10.873847,9.002769,9.706923,9.046417,9.243158,8.645148,10.362651,9.689479,9.694246,8.18052,10.203441,10.241104,9.539267,8.920986,8.887507,8.918912,9.080836,9.314768,9.599781,10.477146,9.623626,9.241513,10.193477,10.287602,9.821651,9.022547,9.016143,9.18128,8.920835,10.23886,10.427424,9.348265,10.183728,9.226862,9.202785,8.79927,10.143062,8.412922,8.697473,8.992002,8.25405,10.662197,9.089196,9.440138,9.120241,9.103615,9.721401,9.40515,9.215797,10.08697,9.06627,8.475314,9.668642,10.579104,9.811362,8.744507,8.320668
CRLS1,6.968171,6.29072,7.704018,7.658916,7.072331,6.584826,6.634274,7.172107,8.561679,6.483418,6.578676,7.734932,7.382992,8.250303,7.117893,6.36633,6.374364,7.434987,7.240412,7.488651,7.071996,7.898109,6.990513,6.650112,7.349135,7.053939,6.409812,7.110157,6.30913,7.034824,6.814711,6.776976,6.626666,7.129822,6.524485,6.818133,7.512657,6.275583,6.714998,7.026497,6.40349,7.000302,7.077126,7.142199,6.926476,7.0707,6.960676,7.655661,8.0642,6.727944,6.801807,6.780862,6.632358,6.626102,6.355197,7.032111,7.898261,7.840667,6.562435,6.468364,6.829973,8.109916,6.458082,6.241081,6.997948,6.373076,7.251019,7.12337,6.052055,6.665416,6.190292,7.32464,6.480891,7.10526,7.258242,6.839888,6.763694,6.720851,7.573928,7.392712,6.738784,6.485879
TFAP4,5.07001,5.670242,5.104464,4.667697,5.803384,4.955254,5.559884,6.023632,4.465502,6.274212,6.412871,5.309738,5.2933,4.461062,5.121371,6.056804,4.759937,5.288018,4.905615,4.933153,4.971498,5.081927,4.46731,5.854739,4.830211,5.824908,5.421757,5.901164,5.100435,5.748767,6.844982,4.814866,5.280664,5.150165,5.429283,4.499449,4.875897,4.88012,6.174867,5.940309,5.321809,4.883769,6.401778,5.841779,5.388756,5.749778,5.927542,4.174205,5.004685,5.868142,5.949109,6.242486,6.248515,5.832375,5.018471,5.230561,5.05658,5.483199,5.311619,6.224044,5.669753,5.041218,6.078269,5.55433,4.792603,6.76631,4.767641,6.217692,5.721948,5.270428,6.039091,5.409213,6.209692,5.868072,5.935946,6.685951,6.129488,5.086163,5.451465,4.790022,6.089752,6.451703
RAB11FIP3,6.559921,6.208259,5.841967,5.904789,6.686083,6.572349,7.03034,6.671703,5.339127,7.449053,6.430558,5.972377,5.927826,5.097476,6.166631,6.388619,5.746914,6.191529,6.754034,6.374322,5.881716,6.344441,5.18111,6.371868,5.947682,6.087435,6.881595,6.722622,6.627438,6.406199,7.063661,5.838509,5.862827,6.456272,5.958932,5.661725,5.976194,7.045627,6.561759,6.521956,6.02869,6.141772,6.431896,5.69854,5.951286,6.131478,6.941037,5.568603,5.866391,5.856473,6.697334,7.238947,6.84967,6.385431,4.996027,6.402589,5.831815,5.902808,5.721565,6.414072,6.638919,6.202818,7.264163,7.072576,5.626116,7.104444,5.019183,6.717882,6.500621,6.23289,7.522767,6.107009,6.80974,5.331881,6.078643,7.308309,7.272806,6.353486,6.305383,5.961082,6.714218,7.520417
PDPR,7.485855,7.091554,7.753148,8.832709,8.473446,8.795466,7.522176,8.69133,8.060308,8.079149,8.655862,6.818467,8.271856,8.018213,7.361445,8.186048,8.619324,7.954496,7.720582,7.933632,8.352239,7.538648,8.225807,8.817773,8.206255,7.928216,8.485195,8.27141,7.382864,7.861798,8.962992,8.689848,8.229033,8.485807,8.299304,8.062626,8.128037,8.888042,8.757386,8.560227,8.668386,8.527424,7.838392,8.304286,8.367745,8.314449,7.475397,8.287438,7.686727,8.820082,9.361897,8.478214,8.873574,7.830096,9.08749,8.36499,7.925798,8.484853,7.741366,8.509405,8.386348,7.605198,8.512088,8.842612,7.826993,10.000704,7.340422,8.704926,9.24784,7.656419,8.269324,8.560269,8.824011,9.002714,8.631178,8.78101,8.726119,8.114551,7.980145,8.951528,8.022365,8.588775
DLD,8.755963,7.819853,9.204152,9.050686,8.199232,8.690229,7.875258,8.055662,8.954308,7.701035,7.654567,9.020781,9.206137,8.78575,8.399504,8.401836,8.868772,8.615536,8.446277,8.792984,9.309814,9.218914,8.089143,8.100258,9.511985,8.500565,8.311845,8.300656,7.904345,8.32809,8.019595,8.82925,8.554086,8.654803,7.961631,8.666683,8.785557,8.161009,7.992994,8.413244,8.220976,8.567289,8.542853,8.771843,8.668104,8.308947,7.971897,8.999636,9.554714,8.311316,8.203835,8.181934,8.13458,8.043177,8.28618,8.375525,8.929416,9.36008,8.342797,8.434815,8.222578,8.82996,7.156248,7.678172,8.598671,7.406522,9.35827,8.191976,8.371958,8.440196,7.096541,8.651782,7.936413,8.785955,8.72103,8.312177,7.661515,8.95208,8.654803,9.022585,7.779865,7.481622
POLRMT,6.083141,7.383861,5.774022,6.033892,6.984029,6.639234,6.923841,6.919941,5.970785,7.741977,7.44694,6.442599,5.903141,6.301617,6.12631,6.37307,5.641831,6.195498,6.584462,6.594839,6.605355,6.900771,6.577726,7.022406,6.640747,6.336871,6.768879,6.44361,6.94673,6.936766,7.80879,6.266538,5.893852,6.73836,6.368577,5.655863,6.660012,6.102552,7.20477,6.84113,6.927519,6.551275,6.844071,6.715211,7.148308,7.354479,7.468002,5.884373,6.058434,5.9765,6.919011,7.249362,7.605471,7.027577,6.272253,6.714858,6.254945,5.711452,6.16437,6.962557,6.838537,6.717142,7.795289,7.051174,6.488899,7.253731,5.725914,7.586917,7.229065,6.911334,7.765714,6.435164,7.058101,6.420553,6.312074,7.596476,7.624318,6.207959,6.471117,6.220744,7.211827,7.748986
ZDHHC8,5.65934,6.760571,5.634291,6.074761,6.334192,6.174483,6.197279,6.823723,5.858631,7.203363,7.077054,6.046137,5.928612,5.239421,6.612887,6.276015,5.140905,5.721791,6.442702,6.451323,6.599243,6.406609,5.681066,6.456335,5.65156,5.806207,6.318702,6.390163,6.378289,6.14345,7.219432,5.948523,5.262386,6.501029,6.082395,5.381485,5.988631,5.54261,7.212181,6.692629,6.676606,6.124105,6.480296,5.814717,5.920654,6.345781,6.680525,5.343426,5.252355,6.243046,6.675107,6.649797,7.220596,6.110557,6.062118,6.214714,5.580253,6.098965,5.795051,6.191202,6.755588,6.066356,7.727876,6.522752,6.315957,7.867007,5.43982,6.875684,6.872582,5.688396,7.15922,5.887431,6.756181,6.683362,6.061278,7.264269,7.436319,6.041745,6.025335,6.377034,6.938623,7.254213
BIK,4.695355,3.759102,3.979964,4.023588,5.145031,5.06892,4.600913,3.491931,5.084246,4.799523,4.412265,5.933108,3.979685,6.429691,5.704244,3.566097,5.612845,5.505678,3.511931,4.710744,5.025704,4.312559,4.845555,4.03461,2.182681,5.181755,4.064196,3.815309,5.479813,3.549007,3.788344,5.681011,4.061905,6.257502,4.930777,4.519579,4.573347,3.32743,3.85128,3.456969,3.985325,4.842454,3.435693,4.939836,4.838753,3.692378,4.397558,5.344394,4.330372,4.416126,3.038183,3.221361,4.136304,5.177252,4.472645,5.486385,5.51596,4.568051,3.785903,3.733637,4.629943,4.931691,4.612508,4.031581,4.274,6.388826,5.267471,2.907483,5.531298,4.458764,3.957806,4.463864,3.729718,2.984596,5.114993,3.933474,4.603467,2.986191,4.144059,2.649525,4.310235,5.209319
TSPO,8.223187,10.342323,9.123678,8.784903,10.78083,9.562407,10.588271,9.193973,12.867651,8.474059,10.249327,10.600221,11.033862,12.659328,10.425058,7.905821,9.35835,10.77909,8.585598,10.884425,11.56943,11.197329,12.12032,8.789801,10.479479,8.913212,8.64588,8.924006,10.778113,10.207786,8.989099,10.634047,9.184337,11.559343,9.989026,9.433749,12.100333,9.779464,8.82135,9.867962,8.736076,9.138708,8.517501,10.479427,9.785483,10.730435,9.83175,11.833601,10.576592,10.656549,7.238245,7.366858,10.09139,9.794951,11.574954,11.145109,11.128465,11.186261,8.545443,8.933023,10.051496,11.792609,10.993015,7.976937,10.331717,9.110845,10.909287,10.249974,10.467213,9.17784,9.934196,8.734479,10.445345,9.114732,10.940969,10.05289,10.653709,9.466111,8.733064,9.350392,9.375634,9.826486
SLC8A3,4.098546,3.713822,3.586687,2.379619,3.924713,2.648398,4.13595,3.283496,1.924303,3.972361,2.930775,2.760373,2.726035,2.21195,2.595928,2.30732,4.96848,3.400719,1.891997,2.783971,2.625935,2.533786,3.156877,3.195229,2.887891,2.758126,4.56643,3.705997,2.934626,3.67032,2.716673,3.839291,2.065411,1.079149,1.079149,4.057561,2.437054,5.581295,3.258505,2.861552,3.004705,3.422438,2.178085,3.215665,4.051845,3.53556,4.217879,3.62473,2.649851,2.439615,2.784178,3.114048,2.360326,2.705454,2.622107,2.848743,2.167475,2.933952,3.048387,4.065088,2.955311,3.958663,4.179465,5.486152,1.880688,4.646822,2.175384,3.231056,2.981787,4.23758,4.403403,2.953449,3.766695,2.583315,2.742941,2.27691,3.370762,3.384945,3.550088,2.78527,2.41528,4.019705
RAB5IF,6.108789,6.053932,6.377551,6.52373,7.36115,7.40288,8.037484,5.848533,8.192601,6.895424,6.76861,6.751082,7.287046,8.223498,7.443099,5.131019,7.301085,6.172657,6.014417,7.125625,7.606941,7.324959,7.960449,5.870991,6.646772,5.810285,6.434457,6.003001,7.447606,6.690276,5.540071,7.488536,6.514707,7.459912,6.534344,6.148873,7.994573,7.015376,5.41787,6.739035,5.749971,6.552374,6.086394,6.429084,7.012499,6.542047,6.184654,7.911069,6.559154,6.841698,5.591589,4.971753,6.716502,7.533802,7.734957,7.238535,6.935352,7.232494,5.866277,5.665011,6.749667,7.4461,6.784813,5.846643,6.41815,4.86648,7.309284,7.10856,7.711287,6.852616,6.721871,5.723288,6.28862,6.002124,6.441889,6.629988,6.437408,7.48018,5.476635,6.775587,6.502302,6.602482
NTSR1,4.957397,5.742892,5.062262,4.56125,2.530373,2.442622,6.294516,3.149046,7.044421,3.127057,3.660767,5.357127,6.46102,5.529961,4.115131,4.713717,2.274156,5.985128,6.008055,6.75484,4.323082,8.567743,6.398479,4.340599,7.264552,3.931386,3.220886,6.298241,4.77606,4.224636,3.477018,2.53511,3.974153,5.404413,5.039697,2.069935,5.338871,3.536083,2.540146,4.020059,4.910284,5.715981,3.786392,6.25781,3.806625,6.343355,3.490657,5.348251,5.631469,6.360007,3.469208,4.411712,3.564651,4.387014,5.696378,7.049318,5.146381,5.99688,5.154231,3.347421,3.895514,7.042103,6.811459,4.343215,5.565715,4.569604,4.068742,2.301521,4.966559,5.067904,4.368545,3.472762,4.599741,4.272791,2.545941,5.853983,5.144577,3.729401,5.035107,3.441948,5.274279,5.89064
SNPH,4.929286,4.352257,3.71667,3.956925,5.852031,5.701819,5.641943,5.721453,3.995654,6.341386,5.354186,3.95677,4.639181,3.133233,4.122436,5.140569,5.717123,5.834536,5.452851,4.376831,4.725445,5.093685,3.811407,5.312581,3.511155,4.193221,5.864702,4.962817,4.547196,4.095037,6.562718,4.33052,5.067266,3.343447,4.549184,4.031163,3.996032,5.184408,5.122425,5.092891,5.084329,4.775141,5.800807,4.496943,5.389043,4.554726,5.687201,4.839259,4.205137,4.282234,5.824562,5.593904,5.845089,5.385804,4.047475,4.926851,4.10179,4.696495,4.705139,5.906089,4.642801,4.462465,5.951921,6.105249,3.229163,5.384136,3.892199,5.474071,5.715705,4.974804,6.305368,4.573602,5.734322,3.57927,5.450492,6.172235,5.602031,4.568673,4.067617,4.137803,5.456519,6.05198
BMF,7.06724,8.637162,6.977534,7.378191,7.092776,6.971214,7.831633,7.810956,5.279293,6.932164,8.424943,6.418718,7.748202,6.798361,7.756267,8.066801,6.510548,6.597534,8.00842,7.985148,7.10897,6.446888,7.549189,8.055651,7.14171,7.524438,7.349573,8.593668,7.399952,7.957269,8.046885,7.697984,8.240229,8.522936,8.027465,7.192542,7.476664,7.55918,8.295153,8.509946,8.211739,6.814491,7.541835,8.228838,8.003782,8.114732,7.51208,6.086373,6.065329,8.056029,7.905447,7.799867,8.421728,7.023329,8.083376,8.118044,7.445493,6.927743,7.565599,7.66731,8.294068,7.322264,8.714405,8.003031,8.406617,10.073409,7.073193,8.611619,8.144736,7.57765,7.667581,6.99286,7.79241,8.691588,7.60691,7.972227,7.734809,7.453828,7.702289,7.887302,8.561442,7.264298
GSR,9.099768,8.728089,9.543365,9.555091,9.655147,9.597975,9.767197,8.308343,10.581088,8.805541,8.916182,9.033133,10.427807,10.381162,9.126137,8.727918,10.10578,9.951236,9.179338,10.301054,10.310667,10.318635,9.845354,8.641776,10.15396,9.148438,9.316259,9.425491,9.0622,9.141241,8.370676,9.642273,10.022465,9.374374,9.190618,9.310451,10.290657,9.116699,9.057515,8.834827,9.051436,9.297193,8.85918,9.516899,9.614085,9.193537,8.250694,10.016184,10.395929,9.532257,8.778587,8.461054,8.817876,8.92977,9.629972,9.810738,9.769727,10.548995,8.913928,9.13985,8.948393,10.485935,9.138723,9.054772,8.783312,7.940428,9.975172,9.043116,9.423847,9.59062,8.925684,8.938223,9.490632,9.796867,9.667887,8.997965,8.75419,10.195825,9.092693,9.636818,9.05869,8.700193
COA1,7.688121,6.8003,7.328924,9.139194,7.255368,8.330831,7.46207,7.366071,7.472749,7.576278,7.553799,6.907799,6.903466,6.159771,7.950201,7.675021,8.001296,6.597006,7.659269,6.924957,6.833112,6.583688,7.257256,8.154982,6.796868,7.159929,7.548404,6.734506,7.565861,6.83569,6.947641,7.320176,7.038477,6.873969,7.971621,7.582406,6.466232,8.658593,7.809125,8.315752,6.850996,7.460287,7.690511,7.158483,8.901068,7.668263,7.30366,6.322039,6.926631,6.773672,7.490022,7.401667,6.96485,7.565775,6.065601,6.573413,6.893347,6.987393,7.523605,7.17905,7.070902,6.2824,7.179537,7.986655,7.151036,6.989228,7.156894,7.247101,8.142511,8.062725,7.271193,7.365815,7.85676,7.510722,6.616682,7.277059,6.966834,8.687971,7.157609,7.067405,7.729457,7.488402
VAT1,7.337251,7.781349,7.655867,7.764293,9.067215,7.702041,7.620547,8.098304,10.120075,7.874003,7.942896,8.191311,8.162208,8.935017,7.634138,6.8122,7.709636,8.864609,7.943126,8.444792,8.610966,9.566582,9.031851,6.752429,8.750262,8.9302,7.710587,8.450253,8.55992,7.713455,7.745042,8.145631,7.311833,8.456309,7.832457,8.34185,9.20185,7.809149,7.535669,7.492784,7.949981,7.542884,7.461254,7.577263,8.445199,7.579421,8.518299,8.687449,8.945069,8.519801,7.394844,7.243244,7.661221,7.922052,8.939079,8.872721,8.085307,8.581012,7.38574,7.489986,7.897283,9.102848,8.703141,7.669399,7.860833,8.481331,8.205478,7.922856,7.353014,7.726299,9.421827,7.683552,8.093124,7.441484,8.231952,7.754351,7.399762,7.487891,8.881861,7.667832,8.015438,7.817937
GRPEL1,7.130766,7.187175,7.892871,7.549183,7.211863,7.138021,7.187736,7.179489,8.887436,7.071733,7.283955,8.297545,7.682035,8.439837,7.299834,6.946445,7.486919,8.055113,7.257884,7.396842,8.288882,8.661399,7.885092,7.26089,8.457697,7.126862,7.077369,7.19484,7.375814,7.280702,7.294174,7.251879,7.482633,7.518799,7.196046,7.54236,8.351524,6.776649,7.038874,6.992368,6.827307,7.45188,7.375167,7.738762,7.170335,7.105911,7.313976,8.481539,8.307065,7.268939,7.07032,7.075801,7.253668,7.296238,7.462153,7.516377,8.209071,8.99108,7.051113,7.132317,7.346497,7.810765,7.427288,7.119322,7.605131,7.367142,8.036169,7.153322,6.968206,7.740431,7.099776,7.117533,7.161094,7.391304,7.863675,7.25307,7.189857,7.307973,7.535274,7.340835,7.346351,7.143845
MRPL51,7.895749,7.846901,7.956132,7.189946,7.407711,8.150523,7.754734,7.606054,8.506361,7.225607,6.986769,8.347293,6.996038,9.240424,7.429763,7.62568,7.595465,8.431626,7.022827,7.090156,7.828748,8.159612,8.280097,6.986023,7.529476,7.877366,6.917429,7.443042,7.52039,7.37226,7.753288,7.773625,8.082202,6.538579,8.358995,7.770761,7.488527,6.700331,7.207234,7.449584,7.214821,8.308201,7.91312,7.112431,7.217597,6.383865,8.625021,6.453406,9.43489,7.532371,7.317965,7.260917,7.772887,7.539226,6.956075,7.214242,7.46898,8.187904,7.685711,7.548948,7.370238,6.990914,6.002834,7.240253,7.859343,7.79195,7.690469,7.165494,7.512725,7.768328,6.259288,8.279235,7.394967,7.393678,6.989433,7.058779,6.914404,7.551295,8.1248,7.383329,6.632754,6.823347
COX7A2,8.147276,7.503349,8.79687,8.408223,7.804945,8.269094,8.739098,8.2828,9.361324,7.546534,7.864314,8.839495,8.382087,9.316065,8.221371,8.187003,8.668176,8.847058,7.867611,7.891124,8.672584,8.91771,8.603709,7.540789,8.394792,7.759261,7.084792,7.720398,8.452769,8.614113,7.881663,8.815926,8.486314,8.075023,8.590512,8.506354,8.331576,8.602304,7.501973,7.939474,7.548502,8.492793,7.725544,8.23604,8.164654,7.483306,8.561781,7.98565,9.550908,7.974781,7.362925,7.459575,8.07042,8.449151,7.775949,7.773857,8.196666,8.855509,8.587179,7.688766,8.141331,7.860749,6.730072,7.285199,8.384651,7.330838,8.601919,7.711811,8.611868,8.468956,6.525171,8.507301,7.605629,7.794112,8.230058,7.467121,7.674126,8.208165,8.426128,8.332833,7.172316,6.98613
PECR,6.223842,5.851159,7.476523,7.178711,6.938685,6.817595,6.090147,5.701716,9.390819,5.715432,5.831039,7.704007,8.180236,9.139026,6.891246,5.78568,7.416043,7.704172,6.410731,7.943254,8.53262,8.03596,7.523373,5.387818,7.147389,6.185239,6.198245,6.771098,5.848192,5.542546,5.61203,6.431305,6.388016,7.60275,6.836715,7.066416,8.181268,6.870068,5.914076,6.013474,5.185904,6.116021,6.236572,6.418525,6.377107,6.794209,5.857378,8.279705,8.636218,7.013642,5.455743,5.279599,6.186139,6.586427,6.793404,7.799044,7.330581,7.870289,5.704108,6.270362,5.892454,8.50475,6.140357,5.57204,5.597732,6.076983,7.873134,6.020911,6.675506,6.410367,6.197872,6.126634,7.362323,6.178518,6.75157,7.09661,5.573297,6.826575,6.855276,7.165395,5.614594,5.976568
HSPE1,6.666068,4.750151,6.078321,4.866821,5.106473,6.20811,6.339006,6.34235,3.827623,6.29225,5.431832,6.371808,5.201148,5.518644,5.89958,6.287035,5.364221,7.139054,5.938132,4.700061,4.743709,6.292315,5.299919,5.2539,6.372435,5.926958,4.748649,5.075717,5.534306,5.154077,6.755347,5.240052,6.510747,4.907431,5.501819,5.452297,3.958665,3.919643,5.413399,5.004216,4.99828,6.63175,6.436596,5.025489,5.000635,4.917119,6.990387,3.893398,7.798884,4.735542,5.510682,5.849558,6.102513,6.461747,4.508779,5.332983,4.910432,5.169155,5.650956,5.707274,6.599749,4.942228,4.323846,5.666257,5.947054,5.476034,4.929435,5.871914,5.769133,6.426067,4.453207,6.930981,5.317585,5.126641,5.416946,5.698744,5.683274,5.273871,8.576685,4.560947,5.300836,5.48183
MTARC2,3.230669,3.136992,3.755894,3.906169,2.901482,3.416771,3.89552,2.604953,3.164248,2.582006,3.437543,5.186028,4.213057,4.167701,3.946967,3.492201,2.961679,3.605269,3.028198,3.907473,4.245387,4.827625,3.259797,3.56454,3.444545,3.529698,2.137789,3.583421,2.749066,1.291417,2.143453,3.079264,2.595241,3.847582,3.596397,3.498832,3.566613,3.892276,2.376093,4.438658,2.760845,3.511382,4.096254,2.163222,3.553748,2.127898,2.551635,3.069914,1.91708,2.580283,2.33824,2.64145,2.806497,2.083807,3.297221,3.641955,2.543906,3.496774,2.766981,3.289757,2.947957,3.173688,1.291417,2.097861,2.771051,2.318274,2.552865,2.990045,3.450052,2.941491,2.149404,4.360581,2.564716,3.413536,2.311784,4.046574,3.135846,5.297537,4.043782,3.589243,2.557229,2.384402
POLR1G,5.064826,4.088447,4.446189,3.733641,4.49705,4.675535,4.824203,4.904691,2.866402,5.348554,4.190008,4.875454,3.589353,3.58787,4.046208,4.267018,3.715159,3.993666,4.390165,4.400569,3.794764,4.321201,3.643597,4.632092,4.327637,4.925579,4.437935,4.974718,3.631716,4.286596,4.939219,3.420169,4.764823,3.723712,4.204595,4.639425,3.50405,4.960063,5.57083,4.344461,4.964552,4.967074,4.824236,4.016668,4.069823,5.135312,5.527289,3.539579,5.182208,4.561904,4.981456,4.701126,5.241193,4.692934,3.788314,4.228064,4.477671,4.133759,4.5612,5.096306,4.749178,3.887638,4.489445,5.022822,4.569501,5.55796,4.110462,4.805686,4.349241,4.428335,4.515817,4.555687,4.525991,4.71468,4.714809,4.78377,4.225112,4.068564,4.395495,3.815371,4.508648,5.248136
